name,rating,genres,summary,image
MasterChef,6.3,"['Food', 'Family']",Three celebrated food experts put the latest group of contestants through a series of challenging elimination rounds and turn one home cook into a culinary master.,http://static.tvmaze.com/uploads/images/medium_portrait/207/517762.jpg
Being Mary Jane,7.5,"['Drama', 'Family']","Mary Jane Paul is a one-woman show: a successful TV news anchor, entirely self-sufficient – an all-around powerhouse who remains devoted to a family that doesn't share her motivation.  As Mary Jane juggles her life, her work and her commitment to her family, we find out how far she's willing to go to find the puzzle pieces that she, and society, insist are missing from her life as a single Black female.",http://static.tvmaze.com/uploads/images/medium_portrait/20/50602.jpg
Undercover Boss,7.2,[],"Undercover Boss is a reality series that follows high level corporate executives as they slip anonymously into the lowest level jobs within their companies. Once undercover, they'll get their hands dirty with the rank and file, find out what their employees REALLY think of them and discover how smoothly their companies are REALLY run. In the process, these senior executives learn about themselves, the perception of their company and the spirit of their work force.",http://static.tvmaze.com/uploads/images/medium_portrait/22/56931.jpg
Inside Amy Schumer,7.1,['Comedy'],"Inside Amy Schumer is the new series featuring Schumer's provocative and hilariously wicked mind, as she explores topics revolving around sex, relationships, and the general clusterf*ck that is life through a series of scripted vignettes, stand-up comedy, and man-on-the-street interviews.",http://static.tvmaze.com/uploads/images/medium_portrait/55/137572.jpg
Midsomer Murders,8.8,"['Drama', 'Crime', 'Mystery']","Based originally on the books by Caroline Graham, each self-contained episode of two hours is a classic whodunit revolving around Detective Chief Inspector Barnaby and his partner, and their efforts to solve the numerous gruesome murders which take place in the picturesque countryside of Midsomer County.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5253.jpg
Shark Tank,7.3,['Drama'],"An exciting new reality show that, in these trying economic times, gives budding entrepreneurs a chance to make their dreams come true and become successful - and possibly wealthy - business people. But the entrepreneurs must first try to convince five tough, multi-millionaire tycoons to part with their own hard-earned cash and give them the funding they need to jumpstart their business ideas.Enter the Sharks of Shark Tank, who lifted themselves up by their bootstraps to make their own entrepreneurial dreams come true and turned their ideas into empires. The five Sharks of this ruthless panel are real estate mogul Barbara Corcoran, ""infomercial"" industry pioneer Kevin Harrington, technology innovator Robert Herjavec, fashion icon Daymond John and financial expert Kevin O'Leary.",http://static.tvmaze.com/uploads/images/medium_portrait/211/528834.jpg
On the Menu,,['Food'],On the Menu is the first cooking competition show ever to give viewers the chance to taste the winning dish after every episode. Each week a group of passionate home cooks are challenged to create a new signature dish for well-known national restaurants.,http://static.tvmaze.com/uploads/images/medium_portrait/12/31649.jpg
Deal With It,,[],"From executive producer Howie Mandel comes a hidden-camera game show in which everyday people are secretly dared to pull a prank on their unwitting companions with no time to prepare. By agreeing to participate, the contestant must obey all instructions given through an earpiece by host Theo Von and his celebrity guest hiding in a secret control room nearby. These unsuspecting members of the public will be tasked with pulling off some of the most ridiculous behavior ever caught on camera for the opportunity to win cash prizes... if they can deal with it!",http://static.tvmaze.com/uploads/images/medium_portrait/2/5299.jpg
Alpha House,6.8,"['Drama', 'Comedy']","Delivering hilarious insider insights from the master of political satire, the new season of Alpha House finds the Senators maneuvering the hallways of Capitol Hill with a looming midterm election and an unclear political future. Republican Senators Biggs, Bettencourt, and Laffer, having survived bruising primaries, are facing strong Democratic challengers and will use every trick in the book to woo voters on the road to re-election. Meanwhile, Senator Guzman prepares for a 2016 bid for the presidency, a pursuit that will bring him into possible competition with one of his roommates.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5300.jpg
The Game,,"['Drama', 'Comedy']","From creators Mara Brock Akil and Kelsey Grammer, comes a comedy about three special woman, each in a relationship with one of three hard-working football players. Melanie is trying to work her relationship with Derwin, her boyfriend, while Tasha Mack balances the relationship she has with her son, Malik and with her job. Kelly and Jason are also working hard to make their relationship last.The Game focuses on each of the relationships present in these women's lives -- those with both friends and lovers -- as they learn the rules of the game.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5301.jpg
Drunk History,6.1,['Comedy'],"Based on the popular web series, Drunk History is the liquored-up narration of our nation's history. Host Derek Waters, along with an ever-changing cast of actors and comedians, travels across the country to present the rich tales that every city in this land has to offer. Booze helps bring out the truth. It's just that sometimes the truth is a little incoherent.",http://static.tvmaze.com/uploads/images/medium_portrait/205/513148.jpg
Sherlock,9.1,"['Drama', 'Crime', 'Mystery']","Sherlock Holmes and Dr. John Watson's adventures in 21st Century London. A thrilling, funny, fast-paced contemporary reimagining of the Arthur Conan Doyle classic.",http://static.tvmaze.com/uploads/images/medium_portrait/171/428042.jpg
Marvel's Agent Carter,8,"['Action', 'Adventure', 'Science-Fiction']","Marvel's Agent Carter, starring Captain America's Hayley Atwell, follows the story of Peggy Carter. It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life—Steve Rogers. Inspired by the feature films Captain America: The First Avenger and Captain America: The Winter Soldier, along with the short Marvel One-Shot: Agent Carter.",http://static.tvmaze.com/uploads/images/medium_portrait/143/357815.jpg
Ramsay's Costa Del Nightmares,,['Food'],"Gordon Ramsay visits some of Europe's holiday hotspots, meeting Brits abroad struggling with restaurants in crisis.",http://static.tvmaze.com/uploads/images/medium_portrait/27/68464.jpg
Secrets and Lies,7.7,"['Drama', 'Crime', 'Thriller']","The explosive power of people's secrets and lies will once again take center stage in season two of ABC's hit drama, Secrets and Lies. No matter who you are, everyone has secrets and everybody tells lies. What will people do to keep their most intimate, devastating indiscretions from ruining their lives?",http://static.tvmaze.com/uploads/images/medium_portrait/67/167976.jpg
American Crime,7.9,"['Drama', 'Crime']","American Crime is an American anthology crime drama. The series centers on race, class and gender politics. Season 1 follows a racially charged murder and the subsequent trial, while season 2 tells you the story of a sexual assualt with a high school trying to cover it up.",http://static.tvmaze.com/uploads/images/medium_portrait/100/252315.jpg
The Librarians,7.1,"['Action', 'Adventure', 'Supernatural']","In The Librarians, four ordinary people from around the world are selected to work for the Library, an ancient order dedicated to solving supernatural mysteries and protecting the innocent from the secret magical world all around us.",http://static.tvmaze.com/uploads/images/medium_portrait/135/338167.jpg
Aquarius,7.4,"['Drama', 'Crime']","It's 1967 and the era of free love, drug experimentation and Vietnam is in full effect. When the teenage daughter of a respected lawyer goes missing, LA Police Sergeant Sam Hodiak starts asking around. He soon discovers that the hippie kids he's questioning don't take kindly to cops, especially one with hair as short as his. Needing the help of someone they trust, he partners with rebellious undercover cop Brian Shafe, a man who's more comfortable rolling a joint than patrolling a beat. It's not long before they stumble upon a small-time cult leader seeking out vulnerable women to join his cause. From there, they follow this man's trail down a rabbit hole of drugs, sex, murder and cultural revolution.",http://static.tvmaze.com/uploads/images/medium_portrait/38/95845.jpg
Louie,8.1,"['Drama', 'Comedy']",Louie is a comedy filtered through the observational humor of Louis C.K. Each episode puts a spotlight on Louis' hectic life as a successful stand-up comedian and newly single father raising his two daughters. The single-camera comedy is a mix of Louis C.K.'s stand-up comedy and scripted short films.,http://static.tvmaze.com/uploads/images/medium_portrait/2/5334.jpg
Atlantis,7.3,"['Drama', 'Adventure', 'Fantasy']","A fantasy drama set in a world of legendary heroes and mythical creatures. Far from home, Jason washes up on the shores of the ancient and mysterious city of Atlantis.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5335.jpg
Rizzoli & Isles,8.3,"['Drama', 'Crime']","On Rizzoli &amp; Isles, Boston detective Jane Rizzoli and medical examiner Maura Isles are complete opposites and good friends who solve crimes and bust some of Boston's most notorious criminals. Jane, the only female detective in Boston's homicide division, is a tough and gutsy cop who doesn't let her guard down (except with Maura), dodges her overprotective mother, and is better at basketball than her brother. Maura, meanwhile, is usually more comfortable among the dead than the living. She is always impeccably dressed in designer duds with a steady, sometimes icy temperament. Jane and Maura often find themselves working together as both use their brilliant minds and expertise to figure out the ""who done it"" as well as the ""how done it"" of Boston's most complex cases.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5342.jpg
Covert Affairs,7.4,"['Drama', 'Action', 'Crime']","New jobs are tough—especially when your new employer is the CIA. Annie Walker is fluent in six languages, has traveled the world and is besting her fellow CIA trainees in every test. But that doesn't explain why she's suddenly summoned by CIA headquarters to report for active duty as a field operative one month before her training is over. She doesn't know there may be something—or someone—from her past that her CIA bosses are really after. Annie's unofficial guide to the CIA is Auggie Anderson, a tech ops expert who was blinded while on assignment. As Annie navigates this new world of intrigue, danger and bureaucratic red tape, Auggie is there to make sure this quick study won't be kept in the dark for long. Also starring Peter Gallagher, Kari Matchett, Sendhil Ramamurthy and Anne Dudek.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5349.jpg
Hot in Cleveland,8.2,['Comedy'],"Hot in Cleveland revolves around three fabulous L.A. women of a certain age who are best friends. Their lives are changed forever when their plane -- headed to Paris for a girls-only celebration -- unexpectedly lands in Cleveland and they soon rediscover themselves in a new 'promised land'. Loving their new home, the women find themselves living under one roof and battling the sassy caretaker of the property they have rented.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5358.jpg
It's Always Sunny in Philadelphia,8.5,['Comedy'],"It's Always Sunny in Philadelphia is an American comedy series about four friends in their late 20s with clear sociopathic tendencies who run an unsuccessful Irish bar, ""Paddy's Pub,"" in South Philadelphia. The series deals with a variety of controversial topics, including abortion, gun control, physical disabilities, racism, sexism, religion, the Israeli/Palestinian situation, terrorism, transsexuality, slavery, incest, sexual harassment in education, the homeless, statutory rape, drug addiction, pedophilia, child abuse, mental illness, gay rights and dumpster babies.",http://static.tvmaze.com/uploads/images/medium_portrait/208/521986.jpg
Melissa & Joey,7.6,"['Comedy', 'Family']","Mel is the grown-up former wild child of a political family who is now a local politician herself. When her sister ends up in prison and brother-in-law flees after a scandal hits, Mel must take responsibility for her teenaged niece Lennox and adolescent nephew Ryder. Spread too thin to manage by herself, help comes in the unlikely form of Joe who, desperate for a job, moves in and becomes the family's ""manny"".",http://static.tvmaze.com/uploads/images/medium_portrait/44/111223.jpg
The Wrong Mans,8.1,"['Comedy', 'Crime', 'Thriller']","Comedy thriller about two well-meaning idiots who become entangled in a hideous world of crime, conspiracy and corruption.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5375.jpg
Last Comic Standing,,['Comedy'],"Who will get the last laugh on Last Comic Standing? With hilarious celebrity judges, all-star one-on-one mentors and hand-picked stand-up comics, the ultimate comedy showdown is back and better than ever.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5378.jpg
Baby Daddy,7.9,"['Comedy', 'Family']","Baby Daddy follows Ben, a young man in his early 20s living the life of a bachelor in New York City with his buddy, Tucker, and his brother, Danny. Their lives are turned upside down when they come home one day to find a baby girl left on the doorstep by an ex-girlfriend of Ben's. After much deliberation, Ben decides to raise the baby with the help of his friends and his protective and sometimes over-bearing mother, Bonnie, and his close female friend, Riley.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5387.jpg
The Exes,7.4,['Comedy'],"The Exes revolves around three divorced men, ladies man Phil, homebody Haskell and newly-single and needy Stuart. The men live together in an apartment across the hall from their divorce attorney Holly, who also happens to be their landlord. Holly avoids her own relationship and commitment issues by becoming immersed in the men's affairs as they put their lives back together and return to the dating scene.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5392.jpg
Line of Duty,8.8,"['Drama', 'Crime', 'Thriller']","A drama about the investigations of AC-12, a controversial Police Anti-Corruption Unit.",http://static.tvmaze.com/uploads/images/medium_portrait/85/214269.jpg
Ground Floor,7.4,['Comedy'],"In this brand-new comedy series from the creator of Cougar Town &amp; Scrubs, a young hot-shot falls for a beautiful woman who works on the ground floor.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5407.jpg
Mike & Molly,7.7,"['Comedy', 'Family']","Police officer Mike Biggs knows his way around the Streets. As a cop, Mike's not scared of anything—except dating, so he's joined Overeaters Anonymous to lose those extra pounds and gain some Much-needed confidence. When he meets Molly at a meeting, the attraction is immediate, and suddenly Mike is excited about the prospect of a new life. But now he must find the willpower to give up his beloved junk food for the apple of his eye.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5415.jpg
Man Down,7.5,['Comedy'],"Comedy series written by and starring Greg Davies as Dan, a childish idiot whose world is on the brink of collapse.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5425.jpg
Perception,7.7,"['Drama', 'Crime']","One of the most unique crime solvers on television, eccentric neuroscience professor Dr. Daniel Pierce, is recruited by the FBI to help solve complex cases. Dr. Pierce possesses an intimate knowledge of human behavior and a masterful understanding of the way the mind works. Although Pierce's mind may be brilliant, it's also damaged, as he suffers from paranoid schizophrenia.",http://static.tvmaze.com/uploads/images/medium_portrait/150/376028.jpg
Spartacus: Gods of the Arena,8.8,"['Action', 'Adventure']","The mini-series features the bloody history of the House of Batiatus and the city of Capua before the arrival of Spartacus. Quintus Lentulus Batiatus becomes a lanista (manager) when he takes over his father's ludus of gladiators. He has ambitions of stepping out of his father's shadow by seeking recognition for his own name and achieving further greatness for his house. By his side stands his beautiful wife Lucretia who will help her husband achieve his ambitions, whatever the cost. Batiatus puts all his fortunes on the man who will gain him fame and glory. That would be his best gladiator, the Celt, Gannicus, a skilled warrior who wields dual swords with deadly purpose. Those who oppose Batiatus and his future champion(s) of Capua do so at their own peril.Purchased as an undisciplined and disheveled recruit in the first episode, Crixus the Gaul endures mockery and threats of death to become the champion after Gannicus. As Batiatus fends off repeated attempts by his professional rival Tullius to obtain Gannicus, his relationships with his father Titus and friend Solonius begin to suffer the strain of his relentless ambition. Former champion, Oenomaus, reluctantly becomes Doctore, while Syrian recruits Ashur and Dagan try to prove themselves worthy of being gladiators. Veteran gladiators Barca and Gannicus note the rising star of Crixus, as the machinations of Batiatus and Lucretia end in tragedy for several members of the household. Against all of this, the city's splendid new arena nears completion and with it the opening games that will make slaves into gods. When the arena opens, Batiatus' gladiators prevail in the contest. Gannicus again proves himself to be the champion of Capua and a god of the arena. By virtue of his win against Solonius' gladiators, he gains his freedom and Crixus becomes the new champion.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5449.jpg
TripTank,7.6,['Comedy'],"TripTank showcases animated shorts so volatile that they should come with a recommended dosage. Combining a range of animation styles and diverse talent, including Wayne Brady, Kumail Nanjiani and Zach Galifianakis, the show promises to offer all the euphoria of a potent hallucinogen without any of the puking.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5459.jpg
Ripper Street,8.6,"['Drama', 'Crime', 'Mystery']",The Whitechapel police fight to bring law to the lawless in the wake of Jack the Ripper's reign of terror.,http://static.tvmaze.com/uploads/images/medium_portrait/2/5461.jpg
Saturday Night Live,6.4,"['Comedy', 'Music']","Saturday Night Live is an Emmy Award-winning late-night comedy showcase.Since its inception in 1975, ""SNL"" has launched the careers of many of the brightest comedy performers of their generation. As The New York Times noted on the occasion of the show's Emmy-winning 25th Anniversary special in 1999, ""in defiance of both time and show business convention, 'SNL' is still the most pervasive influence on the art of comedy in contemporary culture."" At the close of the century, ""Saturday Night Live"" placed seventh on Entertainment Weekly's list of the Top 100 Entertainers of the past fifty years.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5468.jpg
Switched at Birth,7.4,"['Drama', 'Family']","Switched at Birth tells the story of two teenage girls who discover they were accidentally switched as newborns in the hospital. Bay Kennish grew up in a wealthy family with two parents and a brother, while Daphne Vasquez, who lost her hearing at an early age due to a case of meningitis, grew up with a single mother in a poor neighborhood. Things come to a dramatic head when both families meet and struggle to learn how to live together for the sake of the girls.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5470.jpg
Late Night with Seth Meyers,5.6,['Comedy'],"Seth Meyers, who is Saturday Night Live's longest serving anchor on the show's wildly popular ""Weekend Update,"" takes over as host of NBC's Late Night — home to A-list celebrity guests, memorable comedy and the best in musical talent.As the Emmy Award-winning head writer for ""SNL,"" Meyers has established a reputation for sharp wit and perfectly timed comedy, and has gained fame for his spot-on jokes and satire. Meyers takes his departure from ""SNL"" to his new post at ""Late Night,"" as Jimmy Fallon moves to The Tonight Show.",http://static.tvmaze.com/uploads/images/medium_portrait/206/515186.jpg
Single Ladies,,"['Drama', 'Romance']","Set in Atlanta, Single Ladies follows the lives of three best friends who have very different and unique philosophies on love, sex and relationships. Keisha, Raquel and April navigate the dating scene-- with a few bumps and bruises along the way-- and beg the question: what do women really want?",http://static.tvmaze.com/uploads/images/medium_portrait/2/5478.jpg
The After,7.9,"['Drama', 'Science-Fiction', 'Mystery']","From Chris Carter, creator of The X-Files. Eight strangers are thrown together by mysterious forces and must help each other survive in a violent world that defies explanation.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5479.jpg
Sirens,8.1,['Comedy'],"From the distinct comedic point of view of Denis Leary and Bob Fisher, Sirens follows three of Chicago's best EMTs whose sometimes silly, self-righteous and even self-destructive personalities make them unqualified for sustaining relationships, friendships and most occupations. They are, however, uniquely qualified for saving anyone who winds up in their ambulance. Johnny is a good-looking, sports-loving, Chicago EMT working with his best friend Hank. Brian is a wide-eyed and excitable new EMT who still lives with his parents. Theresa, a smart female cop with the Chicago PD still loves her ex Johnny, but ultimately has to move on when he wouldn't commit.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5490.jpg
Six Feet Under,8.6,"['Drama', 'Comedy']","When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as--and far less predictable than--the one inside on Six Feet Under.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5480.jpg
Red Dwarf,8.2,"['Comedy', 'Science-Fiction']","Lost in space and light years away from earth is the Jupiter Mining Ship Red Dwarf. In the late 22nd century, an on-board radiation leak kills all of the crew except for low-ranking technician Dave Lister, who is in suspended animation at the time, and his pregnant cat, Frankenstein, who is safely sealed in the cargo hold.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5497.jpg
Wizards vs Aliens,,"['Fantasy', 'Science-Fiction']","Wizards vs Aliens sees two worlds collide as young wizard Tom Clarke and his best friend Benny defend the Earth from Magic-eating aliens. Aided by the hobgoblin Randal Moon, Tom must stop the Nekross from draining the Earth of Magic!",http://static.tvmaze.com/uploads/images/medium_portrait/2/5507.jpg
Workaholics,7.5,['Comedy'],"Graduating from college and entering the real world isn't easy, especially for these three unmotivated roommates on Workaholics.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5510.jpg
The Red Road,7.5,"['Drama', 'Crime', 'Family']","Lines will be crossed when tragedy forces two men, an ex-con &amp; a local cop, to face devastating secrets.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5516.jpg
See Dad Run,5.5,['Comedy'],"David Hobbs has been America's favorite Dad for the past 10 years, but that is all coming to an end. As David says goodbye to his life of sitcom T.V., reality awaits him at home with his wife and three kids. When the stay-at-home parent roles switch, David must learn the ins and outs of being a house-dad, while his wife Amy returns to the big screen. Suddenly, looking after three quirky kids and keeping their home in check becomes his newest starring role!",http://static.tvmaze.com/uploads/images/medium_portrait/2/5526.jpg
Moone Boy,7.6,['Comedy'],"Chris O'Dowd brings his childhood to life in Moone Boy. In Boyle, Ireland, in 1989, 11-year-old Martin Moone has a somewhat unusual friend.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5530.jpg
Inside No. 9,8.4,"['Comedy', 'Thriller', 'Supernatural']","An anthology of darkly comic twisted tales by Steve Pemberton and Reece Shearsmith, each one taking place behind a door marked 'number 9'.",http://static.tvmaze.com/uploads/images/medium_portrait/62/156641.jpg
Broad City,8.5,['Comedy'],"Broad City is an odd-couple comedy about two best friends navigating their 20s in New York City. Abbi and Ilana are broke and flawed, and they don't shy away from the sticky situations NYC throws at them -- they dive right into the muck. No matter how bad it gets, these broads are always down with whatever hits them.",http://static.tvmaze.com/uploads/images/medium_portrait/52/130656.jpg
Portlandia,7.1,['Comedy'],"Portlandia is a follow up to the Fred Armisen (SNL)/Carrie Brownstein comedy collaboration, Thunderant. In the new IFC series (executive- produced by Lorne Michaels), the pair lovingly skewer the people and values of Portland, Ore. by introducing us to Portland archetypes like a militant bike messenger, feminist bookstore owners and an arts &amp; crafts couple who ""put birds on things.""",http://static.tvmaze.com/uploads/images/medium_portrait/150/375346.jpg
The Musketeers,8.2,"['Drama', 'Action', 'Adventure']","A thrilling world of action, adventure and romance inspired by Dumas' legendary characters.On the streets of 17th century Paris, law and order is more a fledgling idea than reality, and the Musketeers, Athos, Aramis and Porthos, are far more than merely royal bodyguards for King Louis XIII; they are inseparable, loyal unto death and committed to upholding justice. Together, this crack team of highly trained soldiers fight for honour, for valour, for love, and just for the pure thrill of it.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5545.jpg
Citizen Khan,6.6,"['Comedy', 'Family']","Sitcom set in Birmingham, following the trials and tribulations of larger-than-life self-appointed Muslim community leader Mr Khan and his long suffering family.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5550.jpg
Mythbusters,8.4,[],"Hosted by Jamie Hyneman and Adam Savage, with Tory Belleci, Kari Byron and Grant Imahara, the Mythbusters mix scientific method with gleeful curiosity and plain old-fashioned ingenuity to create their own signature style of explosive experimentation. The team's combined backgrounds in animatronics, robotics, model building and prototyping arm them with the ability to create anything they need to test a myth.",http://static.tvmaze.com/uploads/images/medium_portrait/140/350120.jpg
Birds of a Feather,7.8,['Comedy'],Return of the classic sitcom. Sharon is back living in her council flat and Tracey is still in Chigwell with younger son Travis - but what has become of Dorien?,http://static.tvmaze.com/uploads/images/medium_portrait/2/5559.jpg
Aqua Teen Hunger Force,8.2,"['Comedy', 'Action', 'Adventure']","Aqua Teen Hunger Force follows the adventures of the aptly named Aqua Teen Hunger Force, a group of mystery-solving fast food items. The team consists of Master Shake, or Shake, a rather sadistic, lazy, ordering milkshake who loves to torture Meatwad. Frylock, the floating box of fries, is the brains the group, and contains the one thing that the rest of the group lacks: common sense. Meatwad is a loving, caring, gentle ball of meat that crawls wherever he goes, who is frequently tortured by Shake.",http://static.tvmaze.com/uploads/images/medium_portrait/78/196672.jpg
Peep Show,8.5,['Comedy'],"Award-winning sitcom. David Mitchell and Robert Webb play two dysfunctional flatmates who reveal all their inner thoughts - whether dark, stupid or embarrassing. Or, occasionally, all three...",http://static.tvmaze.com/uploads/images/medium_portrait/2/5567.jpg
Major Crimes,8.5,"['Drama', 'Action', 'Crime']","Captain Sharon Raydor faces the challenge of earning the trust and loyalty of her officers in Major Crimes, who are still in shock over their former Deputy Chief's exit, while trying to close the department's highest-profile cases. Raydor decides to house Rusty Beck, the key witness for a murder case, in her own home, paying for him to attend the Catholic high school her children attended.",http://static.tvmaze.com/uploads/images/medium_portrait/136/340671.jpg
Mad Men,8.3,['Drama'],"The series revolves around the conflicted world of Don Draper, the biggest ad man in the business, and his colleagues at the Sterling Cooper Draper Pryce Advertising Agency. As Don makes the plays in the boardroom and the bedroom, he struggles to stay a step ahead of the rapidly changing times and the young executives nipping at his heels. The series also depicts authentically the roles of men and women in this era while exploring the true human nature beneath the guise of 1960s traditional family values.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5589.jpg
Yonderland,7.9,"['Comedy', 'Fantasy']","A 33-year old mum Debbie Maddox unexpectedly find herself in an extraordinary world inhabited by a collection of eccentric and usually idiotic characters - some of whom happen to be puppets - with only an Elf by her side.Fortunately most of the imagining for Sky 1 HD's comedy, Yonderland is done for you by those terribly clever people behind the Horrible Histories series.The story begins with Debbie dropping her five year old twins off for their first day of school. For the first time in five long years, she has her days entirely to herself, and by the time shes cleaned the house from top to bottom and become frighteningly-addicted to a daytime quiz show, she starts to think she may be going mad.And perhaps she is, as a wildly enthusiastic Elf appears from a kitchen cupboard, telling her that she is needed in another world. Apparently she is their unlikely saviour, prophesied to save the world from the dark forces that are gathering to subdue it.Debbie's convinced that there has been some kind of mistake. (Well you would, wouldn't you?) But nevertheless decides that whatever the Elf might need her to do cant be any worse than watching another episode of Whats in the Box?, so she lets him drag her through a portal to the other world.As she does her best to help incompetent knights, monks who are incapable of lying and a race of people intent on firing the cleverest among them into the sun, the big question is never far away: can she fulfil the prophecy? And will she make it back to the real world in time for the school pick up?",http://static.tvmaze.com/uploads/images/medium_portrait/2/5606.jpg
Rookie Blue,7.9,"['Drama', 'Action', 'Crime']","The stakes are high for five young cops fresh out of the Academy and ready for their first day with one of the most elite units in the city. Under the watchful guidance of their officers, Andy McNally and her four fellow rookies quickly learn that no amount of training could prepare them for this new world where every day is a first. Each case they tackle and choice they make will impact their lives, but it's their personal relationships that may play an even greater role in defining the cops they become.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5609.jpg
The Late Late Show with Craig Ferguson,9.3,['Comedy'],"Craig Ferguson entered the world of late night comedy following a diverse and eclectic career that encompasses film, television and the stage. Since taking the helm of The Late Late Show with Craig Ferguson on January 3, 2005, the show has set all-time viewer records and achieved the highest ratings since the shows inception in 1995.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5775.jpg
Last Call with Carson Daly,,[],"Currently in its 13th season on NBC, Last Call with Carson Daly continues to push the boundaries of late night television. Each night, Last Call hits the streets, taking the entire show on location and bringing viewers along for the ride. Host Carson Daly introduces his audience to the emerging artists, stories and music you simply won't find anywhere else. In recent years, Last Call has garnered acclaim for its gritty documentary style, emphasis on great storytelling and status as late night TV's unofficial music tastemaker.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5774.jpg
Life Is Toff,,[],"Factual entertainment series following the eccentric and aristocratic Fulford family at home on their 800-year-old country estate, as the children grapple with coming-of-age.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5943.jpg
Hunted,7.6,"['Drama', 'Action', 'Thriller']","Sam is a spy, a hunter who now finds herself hunted by a ruthless hidden enemy. Trapped in an intricate web of suspense and paranoia, she must discover who wants her dead by confronting her past.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5944.jpg
Video Game High School,7.9,"['Comedy', 'Action', 'Science-Fiction']","Video Game High School (VGHS) is an action/comedy web series about best friends, first loves, and landing that perfect head shot.The series is set in the near future where video gaming elevates its best players to stardom by its position as the world's most popular competitive sport. VGHS is an elite and prestigious facility that teaches a curriculum of video games of all genres.A classic high school dramedy, mixed with kick ass action and more than a little love of video games.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5952.jpg
Call the Midwife,8.6,"['Drama', 'Medical']","Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth.",http://static.tvmaze.com/uploads/images/medium_portrait/2/5960.jpg
Longmire,8.7,"['Drama', 'Thriller', 'Western']","Longmire, a contemporary crime thriller set in Big Sky country, is based on the Walt Longmire Mystery novels by best-selling author Craig Johnson. It focuses on a Wyoming sheriff who's rebuilding his life and career following the death of his wife.",http://static.tvmaze.com/uploads/images/medium_portrait/74/186713.jpg
Gravity Falls,9.1,"['Adventure', 'Mystery', 'Supernatural']","Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer with their great Uncle in the mysterious town of Gravity Falls, Oregon.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6140.jpg
Don't Trust the B---- in Apartment 23,7.8,['Comedy'],"After a naive Midwestern girl's big city dreams are dashed during her first week in New York, she finds herself living with her worst nightmare, in a hilarious, contemporary comedy about a female odd couple who are surrounded by an outrageous cast of characters.",http://static.tvmaze.com/uploads/images/medium_portrait/2/6145.jpg
